Gene_name	Gene_ID	Transcript_ID	RefSeq_ID	Strand	Chromosome	Exon_region_start	Exon_region_end	Exon_rank_in_transcript
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29099493	29099554	8
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29095826	29095925	9
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29092889	29092975	10
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29091698	29091861	11
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29090020	29090105	13
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29085123	29085203	14
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29130391	29130715	2
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29121231	29121355	3
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29120965	29121112	4
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29115383	29115473	5
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29107897	29108005	6
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29091115	29091230	12
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29083732	29083974	15
CHEK2	ENSG00000183765	ENST00000328354	NM_007194	-1	chr22	29137757	29137832	1
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88516407	88516676	1
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88598622	88598736	2
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88635624	88635842	3
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88649819	88649981	4
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88651884	88651986	5
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88659551	88659647	6
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88659784	88659883	7
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88671997	88672141	8
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88676891	88677083	9
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88678929	88679226	10
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88681277	88681452	11
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88683133	88683263	12
BMPR1A	ENSG00000107779	ENST00000372037	NM_004329	1	chr10	88683351	88692595	13
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33446551	33446888	1
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33446130	33446191	2
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33445520	33445638	3
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33434385	33434466	4
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33434007	33434141	5
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33433405	33433500	6
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33430473	33430563	7
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33430273	33430343	8
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33428220	33428384	9
RAD51D	ENSG00000185379	ENST00000345365	NM_002878	-1	chr17	33426811	33428055	10
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108098322	108098423	2
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108098503	108098615	3
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108099905	108100050	4
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108106397	108106561	5
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108114680	108114845	6
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108115515	108115753	7
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108117691	108117854	8
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108119660	108119829	9
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108121428	108121799	10
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108122564	108122758	11
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108123544	108123639	12
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108124541	108124766	13
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108126942	108127067	14
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108128208	108128333	15
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108129713	108129802	16
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108137898	108138069	17
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108139137	108139336	18
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108141791	108141873	19
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108141978	108142133	20
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108143259	108143334	21
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108143449	108143579	22
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108150218	108150335	23
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108151722	108151895	24
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108153437	108153606	25
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108154954	108155200	26
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108158327	108158442	27
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108159704	108159830	28
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108160329	108160528	29
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108163346	108163520	30
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108164040	108164204	31
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108165654	108165786	32
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108168014	108168109	33
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108170441	108170612	34
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108172375	108172516	35
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108173580	108173756	36
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108175402	108175579	37
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108178624	108178711	38
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108180887	108181042	39
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108183138	108183225	40
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108186550	108186638	41
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108186738	108186840	42
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108188100	108188248	43
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108190681	108190785	44
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108192028	108192147	45
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108196037	108196271	46
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108196785	108196952	47
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108198372	108198485	48
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108199748	108199965	49
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108200941	108201148	50
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108202171	108202284	51
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108202606	108202764	52
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108203489	108203627	53
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108204613	108204695	54
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108205696	108205836	55
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108206572	108206688	56
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108213949	108214098	57
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108216470	108216635	58
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108218006	108218092	59
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108224493	108224607	60
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108225538	108225601	61
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108235809	108235945	62
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108093559	108093913	1
ATM	ENSG00000149311	ENST00000278616	NM_000051	1	chr11	108236052	108239826	63
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14882682	14883702	3
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14877304	14877456	4
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14875984	14876076	5
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14871161	14871289	6
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14868627	14868796	7
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14862978	14863408	8
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14862625	14862862	9
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14861529	14862103	10
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14887045	14887165	2
FANCB	ENSG00000181544	ENST00000398334	NM_001018113	-1	chrX	14891108	14891184	1
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43572475	43572779	1
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43595907	43596170	2
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43597790	43598077	3
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43600400	43600641	4
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43601824	43602019	5
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43604479	43604678	6
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43606655	43606913	7
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43607547	43607672	8
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43608301	43608411	9
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43609004	43609123	10
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43609928	43610184	11
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43612032	43612179	12
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43613821	43613928	13
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43614979	43615193	14
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43615529	43615651	15
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43617394	43617464	16
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43619119	43619256	17
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43620331	43620430	18
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43622023	43622170	19
RET	ENSG00000165731	ENST00000355710	NM_020975	1	chr10	43623560	43625799	20
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90996753	90996944	1
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90994950	90995083	2
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90993603	90993751	3
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90992962	90993121	4
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90990448	90990551	5
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90983401	90983518	6
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90982592	90982785	7
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90976638	90976735	8
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90970953	90971082	9
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90967511	90967783	10
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90965472	90965919	11
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90960052	90960120	12
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90958368	90958523	13
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90955481	90955594	14
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90949254	90949303	15
NBN	ENSG00000104320	ENST00000265433	NM_002485	-1	chr8	90945564	90947840	16
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32890559	32890664	2
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32893214	32893462	3
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32899213	32899321	4
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32900238	32900287	5
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32900379	32900419	6
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32900636	32900750	7
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32903580	32903629	8
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32905056	32905167	9
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32906409	32907524	10
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32910402	32915333	11
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32918695	32918790	12
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32920964	32921033	13
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32928998	32929425	14
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32930565	32930746	15
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32931879	32932066	16
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32936660	32936830	17
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32937316	32937670	18
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32944539	32944694	19
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32945093	32945237	20
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32950807	32950928	21
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32953454	32953652	22
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32953887	32954050	23
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32954144	32954282	24
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32968826	32969070	25
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32971035	32971181	26
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32972299	32973347	27
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32889617	32889804	1
BRCA2	ENSG00000139618	ENST00000544455	NM_000059	1	chr13	32973746	32973805	28
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112090570	112090722	2
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112102023	112102107	3
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112102886	112103087	4
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112111326	112111434	5
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112116487	112116600	6
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112136976	112137080	8
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112151192	112151290	9
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112154663	112155041	10
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112157593	112157688	11
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112162805	112162944	12
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112163626	112163703	13
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112164553	112164669	14
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112170648	112170862	15
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112128143	112128226	7
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112073585	112073622	1
APC	ENSG00000134982	ENST00000257430	NM_000038	1	chr5	112173250	112181936	16
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36259140	36260987	1
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36252854	36253010	2
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36231771	36231875	3
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36206707	36206898	4
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36171598	36171759	5
RUNX1	ENSG00000159216	ENST00000344691	NM_001001890	-1	chr21	36160098	36164907	6
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45797092	45797228	13
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45796854	45797006	14
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45796188	45796229	15
